"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"254","ENSG00000102780",472.590892293774,0.661472208301384,0.152704333185639,4.33171865199953,1.47949921437375e-05,0.000306525521226955,160851,"DGKH","13",42040036,42256578,1,"protein_coding","diacylglycerol kinase, eta [Source:HGNC Symbol;Acc:HGNC:2854]"
"510","ENSG00000127324",25.3351357594336,3.90537599825162,0.886018945014452,4.4077793372555,1.0443586373763e-05,0.000223401293263617,7103,"TSPAN8","12",71125085,71441898,-1,"protein_coding","tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]"
"489","ENSG00000125430",327.631266853252,0.916144411884046,0.160929637968905,5.69282590482844,1.24953780063563e-08,5.76958841177641e-07,9953,"HS3ST3B1","17",14301083,14349404,1,"protein_coding","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198]"
"648","ENSG00000138074",455.640505436127,1.16383950779114,0.158016274555301,7.36531418087467,1.76730141504642e-13,1.91184142363414e-11,8884,"SLC5A6","2",27199587,27212958,-1,"protein_coding","solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 [Source:HGNC Symbol;Acc:HGNC:11041]"
"233","ENSG00000101290",2135.73911645639,0.633862132806491,0.173631038092183,3.65062686816377,0.000261601052011283,0.00350524474132931,8760,"CDS2","20",5126786,5197887,1,"protein_coding","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:HGNC Symbol;Acc:HGNC:1801]"
"366","ENSG00000112320",318.297459716313,-0.983084710451006,0.265345387820331,-3.70492480960953,0.000211453448541179,0.00294631982292608,55084,"SOBP","6",107489958,107660167,1,"protein_coding","sine oculis binding protein homolog [Source:HGNC Symbol;Acc:HGNC:29256]"
"279","ENSG00000104695",1955.63168257877,0.582040662749951,0.148631591112723,3.91599563990759,9.00318748765307e-05,0.00146301796674362,5516,"PPP2CB","8",30774457,30814314,-1,"protein_coding","protein phosphatase 2, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9300]"
"288","ENSG00000105486",169.526609785985,-1.11545614799771,0.270917576642409,-4.11732661210843,3.83292694736656e-05,0.000691891282692093,3978,"LIG1","19",48115445,48170603,-1,"protein_coding","ligase I, DNA, ATP-dependent [Source:HGNC Symbol;Acc:HGNC:6598]"
"1318","ENSG00000197943",58.922436032169,1.80726970247992,0.521710989739476,3.46412043837222,0.000531968278548682,0.0062991865352774,5336,"PLCG2","16",81739097,81962693,1,"protein_coding","phospholipase C, gamma 2 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:HGNC:9066]"
"434","ENSG00000118680",5800.4251385365,0.506143948408272,0.144753254023018,3.49659806837769,0.000471231249816752,0.00573236729194756,103910,"MYL12B","18",3261909,3278284,1,"protein_coding","myosin, light chain 12B, regulatory [Source:HGNC Symbol;Acc:HGNC:29827]"
"529","ENSG00000129484",227.626181491532,-0.795634907669972,0.157443131032091,-5.05347487981423,4.33843400396636e-07,1.34093026510348e-05,10038,"PARP2","14",20343582,20357905,1,"protein_coding","poly (ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272]"
"772","ENSG00000148926",17465.6494110251,0.647817909960335,0.170782968980169,3.79322314062568,0.0001487044137105,0.0022123068228345,133,"ADM","11",10304680,10307397,1,"protein_coding","adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]"
"652","ENSG00000138185",883.697564675488,-0.451287266561004,0.11178875350173,-4.03696483254928,5.41471818846482e-05,0.000935073055465219,953,"ENTPD1","10",95711779,95877266,1,"protein_coding","ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]"
"883","ENSG00000161011",17777.229851117,-0.629043929514049,0.15405607907032,-4.08321393943122,4.44170965835395e-05,0.000784943906368385,8878,"SQSTM1","5",179806398,179838078,1,"protein_coding","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]"
"891","ENSG00000162139",180.640379795409,-0.847718184200078,0.21825379835442,-3.88409361299398,0.000102712331079038,0.00163364339302572,10825,"NEU3","11",74988134,75018893,1,"protein_coding","sialidase 3 (membrane sialidase) [Source:HGNC Symbol;Acc:HGNC:7760]"
"1169","ENSG00000179300",68.2104445755347,3.03781044310224,0.686335102984621,4.42613299231222,9.59373894267364e-06,0.000206388034498284,203430,"ZCCHC5","X",78656069,78659328,-1,"protein_coding","zinc finger, CCHC domain containing 5 [Source:HGNC Symbol;Acc:HGNC:22997]"
"437","ENSG00000119138",1717.46623459215,2.12787549552799,0.211774355001652,10.0478431182632,9.39000934722513e-24,3.95032476565902e-21,687,"KLF9","9",70384597,70414624,-1,"protein_coding","Kruppel-like factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]"
"629","ENSG00000136997",749.941478614152,0.863799740936867,0.12544967388904,6.88562763184937,5.7533304568781e-12,4.92283558019315e-10,4609,"MYC","8",127735434,127741434,1,"protein_coding","v-myc avian myelocytomatosis viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7553]"
"739","ENSG00000146122",2629.50779450155,1.64277456167733,0.265238623327542,6.19357219196799,5.88157308622933e-10,3.49319311337032e-08,23500,"DAAM2","6",39792298,39904877,1,"protein_coding","dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]"
"798","ENSG00000151917",306.806460884735,-0.606288289118923,0.128651222411862,-4.71265082253132,2.44514980000629e-06,6.223830877495e-05,221336,"BEND6","6",56955126,57027342,1,"protein_coding","BEN domain containing 6 [Source:HGNC Symbol;Acc:HGNC:20871]"
"369","ENSG00000112715",1988.24770246585,-1.05170384526507,0.230862495815323,-4.55554221377894,5.22506205241467e-06,0.000122148460899939,7422,"VEGFA","6",43770184,43786487,1,"protein_coding","vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]"
"678","ENSG00000140455",433.769410436844,-0.474988589296599,0.126371570095538,-3.75866651761549,0.000170821335548303,0.00248281106226396,9960,"USP3","15",63504511,63594640,1,"protein_coding","ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]"
"620","ENSG00000136436",3099.74208360613,1.05724942935405,0.189502793391687,5.57907042124068,2.41807337568695e-08,1.03159778238814e-06,10241,"CALCOCO2","17",48830988,48866522,1,"protein_coding","calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912]"
"51","ENSG00000049323",20410.0860039713,0.715134108313146,0.0938994469635239,7.61595655180957,2.61745729521222e-14,3.17131125887912e-12,4052,"LTBP1","2",32946972,33399509,1,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
"463","ENSG00000122877",16.8857879787904,-2.94569512879865,0.536146501374735,-5.49419817390505,3.92489557921703e-08,1.58513449459312e-06,1959,"EGR2","10",62811996,62919900,-1,"protein_coding","early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]"
"558","ENSG00000132334",76.2036139387389,1.26695435795117,0.362618174320509,3.4939074973979,0.000476005919201646,0.00576728771704714,5791,"PTPRE","10",127907061,128085855,1,"protein_coding","protein tyrosine phosphatase, receptor type, E [Source:HGNC Symbol;Acc:HGNC:9669]"
"128","ENSG00000077254",2760.44083059498,0.807688393114924,0.106926721337578,7.55366276091994,4.23185082149221e-14,5.0071391165234e-12,23032,"USP33","1",77695987,77759852,-1,"protein_coding","ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]"
"1016","ENSG00000167992",255.217068557592,-1.36412645544509,0.34558605510521,-3.94728443261345,7.90426321201331e-05,0.00130119637332545,220001,"VWCE","11",61258286,61295424,-1,"protein_coding","von Willebrand factor C and EGF domains [Source:HGNC Symbol;Acc:HGNC:26487]"
"375","ENSG00000113441",1341.48732146486,0.56470022425646,0.162524971214548,3.47454437331359,0.000511721720241255,0.00611683145465967,4012,"LNPEP","5",96935394,97037515,1,"protein_coding","leucyl/cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656]"
"843","ENSG00000156931",831.010055205275,-0.386538101356995,0.102203752862661,-3.78203432389041,0.00015555190676904,0.0022983742712362,23355,"VPS8","3",184812143,185052614,1,"protein_coding","vacuolar protein sorting 8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29122]"
"495","ENSG00000125970",2091.87967105203,-0.431262792557248,0.104751850025558,-4.11699452040251,3.83845195426442e-05,0.000692063748182555,22913,"RALY","20",33993646,34108308,1,"protein_coding","RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]"
"1053","ENSG00000169855",1823.34915464204,-1.26926921201206,0.257377423746836,-4.93154836012561,8.15803646590346e-07,2.3224335014306e-05,6091,"ROBO1","3",78597240,79767815,-1,"protein_coding","roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]"
"1046","ENSG00000169504",17541.9034391418,0.790618744276523,0.161907943446542,4.88313746346588,1.04411027632766e-06,2.87149625034667e-05,25932,"CLIC4","1",24745357,24844324,1,"protein_coding","chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]"
"550","ENSG00000131771",89.6699369856323,-3.04228702581878,0.705911922291037,-4.30972608586215,1.63456876867385e-05,0.000334534378399534,84152,"PPP1R1B","17",39626740,39636626,1,"protein_coding","protein phosphatase 1, regulatory (inhibitor) subunit 1B [Source:HGNC Symbol;Acc:HGNC:9287]"
"749","ENSG00000147027",12756.5450291773,1.16792389440609,0.266654112466249,4.37992080303624,1.18722449334638e-05,0.00024903760320957,83604,"TMEM47","X",34627064,34657288,-1,"protein_coding","transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]"
"768","ENSG00000148719",1093.71405582594,0.322548830757865,0.09421694202123,3.42346953571455,0.000618271814521814,0.00705099896907596,54788,"DNAJB12","10",72332830,72355230,-1,"protein_coding","DnaJ (Hsp40) homolog, subfamily B, member 12 [Source:HGNC Symbol;Acc:HGNC:14891]"
"28","ENSG00000020577",3148.94122875977,1.21223081706125,0.164181659167862,7.383472814231,1.54213167148492e-13,1.69243363511877e-11,23034,"SAMD4A","14",54567097,54793315,1,"protein_coding","sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]"
"1291","ENSG00000196715",1015.74534403816,0.646106454853683,0.124757055056304,5.17891717275702,2.23177524175115e-07,7.4196417278023e-06,154807,"VKORC1L1","7",65873267,65959563,1,"protein_coding","vitamin K epoxide reductase complex, subunit 1-like 1 [Source:HGNC Symbol;Acc:HGNC:21492]"
"647","ENSG00000138073",1741.20252620684,1.1328153771874,0.216420322918004,5.23432994606792,1.6558443760338e-07,5.73861855263889e-06,10113,"PREB","2",27130756,27134675,-1,"protein_coding","prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]"
"736","ENSG00000145901",2605.13238921682,0.638567920627521,0.128239237563886,4.97950496866765,6.37471164755377e-07,1.86021209830832e-05,10318,"TNIP1","5",151029945,151093577,-1,"protein_coding","TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]"
"1124","ENSG00000173918",1004.03711728693,1.24471379507209,0.22904578212189,5.43434497479501,5.4998087977389e-08,2.11407624979075e-06,114897,"C1QTNF1","17",79022814,79049788,1,"protein_coding","C1q and tumor necrosis factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:14324]"
"44","ENSG00000042286",599.809958530685,0.713437121774287,0.0972579216340404,7.33551683798869,2.2086746875261e-13,2.3391872826981e-11,84883,"AIFM2","10",70098223,70132934,-1,"protein_coding","apoptosis-inducing factor, mitochondrion-associated, 2 [Source:HGNC Symbol;Acc:HGNC:21411]"
"934","ENSG00000164048",191.924969330157,-0.686835663934168,0.13602964537965,-5.04916161486164,4.43753212009157e-07,1.36876627207305e-05,51385,"ZNF589","3",48241100,48299253,1,"protein_coding","zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]"
"82","ENSG00000067369",2102.96945349668,-0.714245658470827,0.0977829617975047,-7.30439787608329,2.78511107556564e-13,2.90900049927183e-11,7158,"TP53BP1","15",43403061,43510728,-1,"protein_coding","tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]"
"409","ENSG00000116128",491.666084414328,-0.631801247405788,0.170945414404769,-3.69592392756318,0.000219088571914128,0.00302470047551455,607,"BCL9","1",147541412,147626216,1,"protein_coding","B-cell CLL/lymphoma 9 [Source:HGNC Symbol;Acc:HGNC:1008]"
"1429","ENSG00000275338",994.930545268033,0.501419975170628,0.132361505871429,3.78826133677935,0.000151705227857818,0.00225060956830041,9727,"RAB11FIP3","CHR_HSCHR16_CTG2",425619,526533,1,"protein_coding","RAB11 family interacting protein 3 (class II) [Source:HGNC Symbol;Acc:HGNC:17224]"
"163","ENSG00000087448",1029.52932093845,1.03300404243843,0.142728142694736,7.2375638254314,4.56815788399737e-13,4.67464534818514e-11,57542,"KLHL42","12",27780020,27803040,1,"protein_coding","kelch-like family member 42 [Source:HGNC Symbol;Acc:HGNC:29252]"
"388","ENSG00000114098",986.026224073992,1.03515652577173,0.151762496501455,6.82089811142378,9.04730946913468e-12,7.44682075598069e-10,25852,"ARMC8","3",138187248,138298389,1,"protein_coding","armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999]"
"581","ENSG00000134294",20621.3295878028,1.1018211515902,0.191015490549303,5.7682293117783,8.01087552576657e-09,3.82727791286229e-07,54407,"SLC38A2","12",46358189,46372867,-1,"protein_coding","solute carrier family 38, member 2 [Source:HGNC Symbol;Acc:HGNC:13448]"
"331","ENSG00000108950",1128.12910754915,1.10704781758318,0.206323009759759,5.3656052171409,8.06782322664471e-08,3.01696747574159e-06,54757,"FAM20A","17",68535113,68601389,-1,"protein_coding","family with sequence similarity 20, member A [Source:HGNC Symbol;Acc:HGNC:23015]"
"968","ENSG00000165637",2196.41163782697,0.529181878316912,0.12544317778165,4.21849866748449,2.45934424471127e-05,0.000478426918998942,7417,"VDAC2","10",75210154,75231448,1,"protein_coding","voltage-dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]"
"1384","ENSG00000223519",48.5413058221818,-0.949693720334293,0.271660454024335,-3.49588505159909,0.000472492194659003,0.00574309332914174,NA,"KIF28P","1",246771837,246830059,-1,"unitary_pseudogene","kinesin family member 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:49205]"
"834","ENSG00000155893",444.510801745124,-0.767767907394175,0.194736759684753,-3.94259362555413,8.06051678265159e-05,0.00132404041944966,92370,"PXYLP1","3",141228726,141294906,1,"protein_coding","2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]"
"1096","ENSG00000172345",597.113059663036,-0.666845251668532,0.174781143067675,-3.81531577128048,0.000136008896653568,0.00205324408569923,80765,"STARD5","15",81309053,81324183,-1,"protein_coding","StAR-related lipid transfer (START) domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18065]"
"1056","ENSG00000170035",1519.6067674844,-0.457158834366842,0.0990254808670875,-4.61657777739492,3.90119852786834e-06,9.43828301989873e-05,10477,"UBE2E3","2",180967248,181076585,1,"protein_coding","ubiquitin-conjugating enzyme E2E 3 [Source:HGNC Symbol;Acc:HGNC:12479]"
"1255","ENSG00000187498",2310.21204788588,1.35841931197236,0.242514564738988,5.60139269752474,2.12636399678271e-08,9.25396055496384e-07,1282,"COL4A1","13",110148963,110307149,-1,"protein_coding","collagen, type IV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2202]"
"701","ENSG00000143322",1187.01226451479,0.664846763113425,0.161514283515135,4.11633416341858,3.84946077729134e-05,0.000692939088177039,27,"ABL2","1",179099327,179229684,-1,"protein_coding","ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]"
"491","ENSG00000125675",427.040565232069,-0.622432299272567,0.171801530319205,-3.62297296255799,0.000291236274960618,0.00384213709431931,2892,"GRIA3","X",123184153,123490915,1,"protein_coding","glutamate receptor, ionotropic, AMPA 3 [Source:HGNC Symbol;Acc:HGNC:4573]"
"1201","ENSG00000183049",325.74735723522,-0.72134617706747,0.169063280766003,-4.26672293237862,1.98365264254999e-05,0.000396861549160101,57118,"CAMK1D","10",12349482,12835545,1,"protein_coding","calcium/calmodulin-dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]"
"1083","ENSG00000171604",690.973438416552,-0.593341052266045,0.147406532712072,-4.02520187775542,5.69264579999368e-05,0.000976388682229946,51523,"CXXC5","5",139647299,139683882,1,"protein_coding","CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]"
"198","ENSG00000099194",1441.84356435431,-1.98138756422371,0.414328314229868,-4.78216789964404,1.73414736672635e-06,4.55966351893587e-05,6319,"SCD","10",100347124,100364834,1,"protein_coding","stearoyl-CoA desaturase (delta-9-desaturase) [Source:HGNC Symbol;Acc:HGNC:10571]"
"149","ENSG00000084090",3687.6065632505,1.22208526495166,0.174603640074844,6.99919694931793,2.57433768672794e-12,2.37733806496918e-10,56910,"STARD7","2",96184859,96208825,-1,"protein_coding","StAR-related lipid transfer (START) domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]"
"845","ENSG00000157110",3434.9371292854,0.814964608207652,0.10848064063686,7.51253498710205,5.79932357907079e-14,6.70463783244482e-12,11030,"RBPMS","8",30384479,30572261,1,"protein_coding","RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:HGNC:19097]"
"1233","ENSG00000185551",3280.02022116499,0.838917294393811,0.231253810552053,3.6276906849281,0.000285967563090788,0.00378913275853892,7026,"NR2F2","15",96325938,96340263,1,"protein_coding","nuclear receptor subfamily 2, group F, member 2 [Source:HGNC Symbol;Acc:HGNC:7976]"
"323","ENSG00000108468",1468.14631849113,-0.47080859216198,0.0946682939533746,-4.97324471056656,6.58414619045842e-07,1.91028532671442e-05,10951,"CBX1","17",48070052,48101521,-1,"protein_coding","chromobox homolog 1 [Source:HGNC Symbol;Acc:HGNC:1551]"
"1154","ENSG00000177614",155.082821989204,-2.58805810809837,0.401735564997519,-6.4421931578658,1.17759274681827e-10,8.03362259034359e-09,NA,"PGBD5","1",230314482,230425729,-1,"protein_coding","piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405]"
"186","ENSG00000093144",1547.1070655263,0.792990398580073,0.120300915109225,6.59172374424662,4.34749002363489e-11,3.18080852212321e-09,55862,"ECHDC1","6",127288710,127343609,-1,"protein_coding","ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]"
"1111","ENSG00000173110",13.4877316400676,-2.59351129804384,0.573142729283696,-4.52507057236016,6.03753554783849e-06,0.000137295008816838,3310,"HSPA6","1",161524540,161526910,1,"protein_coding","heat shock 70kDa protein 6 (HSP70B') [Source:HGNC Symbol;Acc:HGNC:5239]"
"327","ENSG00000108828",12520.6531965197,-0.592134447148239,0.170034345509893,-3.48244024095583,0.000496866104855371,0.00596751558924234,10493,"VAT1","17",43014605,43025123,-1,"protein_coding","vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]"
